Unnamed: 0_x,uuid,age,age_group,gender,dem_has_children,country,country_code,Unnamed: 0_y,rural,Unnamed: 0_x,question_bbi_2016wave4_basicincome_awareness,question_bbi_2016wave4_basicincome_vote,question_bbi_2016wave4_basicincome_effect,question_bbi_2016wave4_basicincome_argumentsfor,question_bbi_2016wave4_basicincome_argumentsagainst,dem_education_level,dem_full_time_job,normalized_job_code,Unnamed: 0_y,job_name
5770,ea0308f0-d99a-0133-ac12-0a81e8b09a82,1991,juvenile,Male,yes,United Kingdom of Great Britain and Northern Ireland (the),GB,5770,Non-Rural,5770,I understand it fully,I would vote for it,‰Û_ work less,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,no,yes,5db2c8d6539f983e1ca3d7c5b939e190,22,database administration associate
5771,5b1317b0-d943-0133-c867-0a81e8b09a82,42 years old,40_65,Male,yes,United Kingdom of Great Britain and Northern Ireland (the),GB,5771,urban,5771,I know something about it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,high,yes,a003702c0cea282e17967772dd83de5e,9,data security analyst
5772,44e21370-dcfe-0133-43ae-0a81e8b09a82,1990,26_39,Male,yes,United Kingdom of Great Britain and Northern Ireland (the),GB,5772,urban,5772,I know something about it,I would vote for it,‰Û_ work as a freelancer,It reduces bureaucracy and administrative expenses | It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit,high,no,,0,
5773,1330fdf0-ddff-0133-cc49-0a81e8b09a82,53 years old,40_65,Female,yes,United Kingdom of Great Britain and Northern Ireland (the),GB,5773,countryside,5773,I understand it fully,I would vote against it,‰Û_ gain additional skills,It increases appreciation for household work and volunteering,It is impossible to finance,medium,no,,0,
5774,e2cdfe60-dca7-0133-bd12-0a81e8b09a82,58 years old,40_65,Male,yes,United Kingdom of Great Britain and Northern Ireland (the),GB,5774,urban,5774,I know something about it,I would probably vote for it,‰Û_ gain additional skills,It encourages financial independence and self-responsibility,Only the people who need it most should get something from the state,medium,yes,1a281bf4bd1fe9b2a6e464e508bea167,54,data storage specialist
5775,dfd63250-de3c-0133-5fb0-0a81e8b09a82,57 years old,40_65,Female,no,United Kingdom of Great Britain and Northern Ireland (the),GB,5775,rural,5775,I know something about it,I would probably vote against it,A basic income would not affect my work choices,It reduces bureaucracy and administrative expenses,It is impossible to finance,medium,yes,a4d5b8b38f9513825d0d94a981ebe962,41,database manager
5776,dbf919f0-dd49-0133-3ec1-0a81e8b09a82,1989,26_39,Female,yes,United Kingdom of Great Britain and Northern Ireland (the),GB,5776,rural,5776,I know something about it,I would vote for it,‰Û_ spend more time with my family,"It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs",It might encourage people to stop working | It increases dependence on the state | It is against the principle of linking merit and reward,high,no,,0,
5777,57348880-da2c-0133-4ac1-0a81e8b09a82,38 years old,26_39,Female,no,Greece,GR,5777,city,5777,I have heard just a little about it,I would probably vote for it,‰Û_ look for a different job,It reduces bureaucracy and administrative expenses | It reduces anxiety about financing basic needs,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,high,yes,ec3d88b2fd083b870b8c5a603898ed39,49,databases computer consultant
5778,d686b1c0-d978-0133-0ffe-0a81e8b09a82,1989,26_39,Male,no,Greece,GR,5778,rural,5778,I understand it fully,I would not vote,None of the above,It encourages financial independence and self-responsibility,It is impossible to finance,low,no,,0,
5779,fdbe5040-dc14-0133-310c-0a81e8b09a82,53 years old,40_65,Female,yes,Greece,GR,5779,Non-Rural,5779,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",It is impossible to finance,high,no,,0,
5780,3ab971b0-db41-0133-f592-0a81e8b09a82,45 years old,40_65,Male,no,Greece,GR,5780,city,5780,I understand it fully,I would vote for it,‰Û_ work as a freelancer,It reduces anxiety about financing basic needs,It is impossible to finance | Only the people who need it most should get something from the state,high,no,,0,
5781,edd3a420-d98d-0133-ef6f-0a81e8b09a82,40 years old,40_65,Male,no,Greece,GR,5781,urban,5781,I understand it fully,I would vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,It is against the principle of linking merit and reward,high,yes,022d0e3a40aa3e29bca6851542b27842,27,data keyer
5782,0d1c82b0-da03-0133-024c-0a81e8b09a82,1993,14_25,Female,no,Greece,GR,5782,urban,5782,I understand it fully,I would probably vote against it,None of the above,"It reduces bureaucracy and administrative expenses | It increases solidarity, because it is funded by everyone",It is impossible to finance | It increases dependence on the state,,yes,5e93fd1a58c8a67b295f69d87d1a940d,42,geographic information systems data manager gis data manager
5783,b24b2990-dae7-0133-42c1-0a81e8b09a82,45 years old,40_65,Male,yes,Greece,GR,5783,city,5783,I know something about it,I would vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It is impossible to finance,,yes,569da68cdcac43a3b4a0126ea9170570,68,database designer
5784,c5d04db0-d9b3-0133-2df3-0a81e8b09a82,1989,26_39,Female,no,Greece,GR,5784,urban,5784,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,It is impossible to finance | Only the people who need it most should get something from the state,high,yes,2173ff3afd8d28192f7cf119af201940,95,data modeling specialist
5785,05ce8700-d98a-0133-9f5f-0a81e8b09a82,1990,26_39,Female,no,Greece,GR,5785,urban,5785,I understand it fully,I would vote for it,‰Û_ gain additional skills,It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility,It is impossible to finance,high,no,,0,
5786,161922a0-da74-0133-1022-0a81e8b09a82,42 years old,40_65,Female,yes,Greece,GR,5786,urban,5786,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility",None of the above,high,no,,0,
5787,590bdef0-d99b-0133-ae7a-0a81e8b09a82,32 years old,26_39,Male,no,Greece,GR,5787,rural,5787,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state,,yes,36ac256201657eeaa67ee95aaae3cd54,83,data warehousing specialist
5788,1c09b040-da32-0133-b1db-0a81e8b09a82,45 years old,40_65,Male,no,Greece,GR,5788,city,5788,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",It is impossible to finance,high,yes,07b2ace822aff5d35dcf5ea264ef3b59,122,database administration project manager
5789,b4e58e90-d998-0133-7c2f-0a81e8b09a82,1989,26_39,Female,no,Greece,GR,5789,rural,5789,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state | Only the people who need it most should get something from the state | It might encourage people to stop working | It is impossible to finance,high,no,,0,
5790,bfca6c50-da1a-0133-ada7-0a81e8b09a82,1991,14_25,Female,no,Greece,GR,5790,Non-Rural,5790,I understand it fully,I would vote for it,‰Û_ do more volunteering work,"It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs | It creates more equality of opportunity | It increases appreciation for household work and volunteering",It might encourage people to stop working | Only the people who need it most should get something from the state,high,no,,0,
5791,8910d360-d9ab-0133-1b8f-0a81e8b09a82,37 years old,26_39,Male,yes,Greece,GR,5791,urban,5791,I understand it fully,I would vote against it,None of the above,None of the above,It might encourage people to stop working | It is against the principle of linking merit and reward,,yes,2ca138b991c50dc6696238e5ad800142,25,database software technician
5792,652d77f0-db29-0133-c92f-0a81e8b09a82,45 years old,40_65,Male,no,Greece,GR,5792,rural,5792,I have heard just a little about it,I would vote for it,‰Û_ look for a different job,It reduces bureaucracy and administrative expenses,Only the people who need it most should get something from the state,,yes,d4624ed8068d24948e18303212593cd6,53,data architect
5793,33441480-da27-0133-6dc5-0a81e8b09a82,41 years old,40_65,Female,yes,Greece,GR,5793,city,5793,I understand it fully,I would probably vote against it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering",Only the people who need it most should get something from the state | It is impossible to finance,high,yes,38a15ceadcdd6d4db16a88fa1a72b083,58,data warehouse analyst
5794,5f18b980-d9b3-0133-1b2d-0a81e8b09a82,41 years old,40_65,Male,no,Greece,GR,5794,urban,5794,I have heard just a little about it,I would vote against it,‰Û_ look for a different job,None of the above,Only the people who need it most should get something from the state | It is against the principle of linking merit and reward | It might encourage people to stop working,high,yes,2173ff3afd8d28192f7cf119af201940,95,data modeling specialist
5795,ad72a480-da23-0133-ee4a-0a81e8b09a82,1998,juvenile,Female,no,Greece,GR,5795,city,5795,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,medium,no,,0,
5796,bb431aa0-da47-0133-1500-0a81e8b09a82,1992,juvenile,Female,no,Greece,GR,5796,urban,5796,I understand it fully,I would vote against it,‰Û_ look for a different job,None of the above,Only the people who need it most should get something from the state,no,no,,0,
5797,1fb8ef50-da2d-0133-7f46-0a81e8b09a82,1992,14_25,Male,yes,Greece,GR,5797,city,5797,I understand it fully,I would vote for it,‰Û_ work as a freelancer,"It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,high,yes,1dd2fdc8a3981f2a1d8f0ca173952bb8,29,database administration manager
5798,8395c9f0-da33-0133-aac4-0a81e8b09a82,39 years old,26_39,Female,yes,Greece,GR,5798,Non-Rural,5798,I know something about it,I would probably vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance,,yes,8a7a3f1bce0958ae9f090683e5a925b7,65,data scientist
5799,13514c60-dac1-0133-c61d-0a81e8b09a82,40 years old,40_65,Female,yes,Greece,GR,5799,Country,5799,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,,no,,0,
5800,8ae1c940-d9b6-0133-97fa-0a81e8b09a82,32 years old,26_39,Male,yes,Greece,GR,5800,Country,5800,I understand it fully,I would vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It might encourage people to stop working,no,yes,5db2c8d6539f983e1ca3d7c5b939e190,22,database administration associate
5801,293401c0-dcb9-0133-090a-0a81e8b09a82,1989,26_39,Male,no,Greece,GR,5801,city,5801,I understand it fully,I would vote against it,‰Û_ gain additional skills,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward | It might encourage people to stop working | Only the people who need it most should get something from the state | It is impossible to finance | It increases dependence on the state,,yes,7bb15eefb19ed09c59349baad7e8469e,48,database coordinator
5802,ba710300-da72-0133-2edc-0a81e8b09a82,37 years old,26_39,Female,yes,Greece,GR,5802,urban,5802,I understand it fully,I would not vote,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state,low,no,,0,
5803,84b75b90-da61-0133-322e-0a81e8b09a82,45 years old,40_65,Male,no,Greece,GR,5803,urban,5803,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs",It increases dependence on the state | It is against the principle of linking merit and reward | It might encourage people to stop working,medium,yes,375017ea3a1a97f5ea676def873bb25b,28,geographic information systems data specialist gis data specialist
5804,8e4e6620-da30-0133-abc1-0a81e8b09a82,1994,14_25,Female,no,Greece,GR,5804,urban,5804,I have heard just a little about it,I would not vote,‰Û_ spend more time with my family,It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering | It reduces bureaucracy and administrative expenses,It is impossible to finance,high,yes,e605336f5a43949cb6b18054fd1937f1,30,database security expert
5805,12eb4050-d8c4-0133-836f-0a81e8b09a82,47 years old,40_65,Male,yes,Greece,GR,5805,Non-Rural,5805,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It creates more equality of opportunity | It increases appreciation for household work and volunteering,It might encourage people to stop working,medium,yes,970eb38c7b3eb080466052ea994af189,45,internet database specialist
5806,8171a490-da40-0133-dc32-0a81e8b09a82,55 years old,40_65,Male,yes,Greece,GR,5806,urban,5806,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,None of the above,Only the people who need it most should get something from the state,high,no,,0,
5807,ce0a14a0-da25-0133-6789-0a81e8b09a82,1991,14_25,Female,yes,Greece,GR,5807,urban,5807,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,high,no,,0,
5808,d1d92b90-da35-0133-f543-0a81e8b09a82,1986,26_39,Female,yes,Greece,GR,5808,urban,5808,I understand it fully,I would probably vote against it,None of the above,It creates more equality of opportunity | It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It might encourage people to stop working | Only the people who need it most should get something from the state,,yes,1a281bf4bd1fe9b2a6e464e508bea167,54,data storage specialist
5809,67e0b790-dcb0-0133-a793-0a81e8b09a82,48 years old,40_65,Male,no,Greece,GR,5809,rural,5809,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,,yes,8a7a3f1bce0958ae9f090683e5a925b7,65,data scientist
5810,a1035260-d986-0133-39f4-0a81e8b09a82,40 years old,40_65,Female,yes,Greece,GR,5810,urban,5810,I know something about it,I would probably vote for it,A basic income would not affect my work choices,"It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs",Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | Only the people who need it most should get something from the state,low,yes,a50d1f4be063829950e6ddb02c91379f,135,database programmer
5811,580e52f0-de25-0133-5cfc-0a81e8b09a82,42 years old,40_65,Female,no,Greece,GR,5811,urban,5811,I understand it fully,I would probably vote for it,‰Û_ do more volunteering work,It creates more equality of opportunity | It reduces bureaucracy and administrative expenses | It reduces anxiety about financing basic needs,It might encourage people to stop working | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit,high,yes,f1fb62e4c97f4f5cd5001877cb94379e,139,data processor
5812,9f73a570-dcac-0133-ea95-0a81e8b09a82,1999,14_25,Female,no,Greece,GR,5812,urban,5812,I know something about it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,,no,,0,
5813,14eb4f30-db4f-0133-3de4-0a81e8b09a82,41 years old,40_65,Male,yes,Greece,GR,5813,Non-Rural,5813,I understand it fully,I would probably vote for it,None of the above,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility,It might encourage people to stop working | It increases dependence on the state,high,yes,d9e964a222fdd9527319ad88adbfaa2e,71,sql database administrator
5814,f0c63960-da2e-0133-a42b-0a81e8b09a82,2001,juvenile,Male,no,Greece,GR,5814,Non-Rural,5814,I understand it fully,I would probably vote for it,‰Û_ spend more time with my family,None of the above,None of the above,,no,,0,
5815,d01ceb30-dcc0-0133-5203-0a81e8b09a82,46 years old,40_65,Male,no,Greece,GR,5815,urban,5815,I understand it fully,I would vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,None of the above,high,yes,049a3f3a2b5f85cb2971ba77ad66e10c,2,data coordinator
5816,392dd320-d965-0133-47d3-0a81e8b09a82,1998,juvenile,Female,no,Greece,GR,5816,city,5816,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It increases dependence on the state,medium,no,,0,
5817,973d9d20-dd83-0133-d1f3-0a81e8b09a82,48 years old,40_65,Female,yes,Greece,GR,5817,urban,5817,I understand it fully,I would probably vote for it,‰Û_ spend more time with my family,"It increases solidarity, because it is funded by everyone | It creates more equality of opportunity | It encourages financial independence and self-responsibility",Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It increases dependence on the state,low,yes,a33662485eb4ad97096183db945308f4,76,automatic data processing planner adp planner
5818,28fb9ee0-da28-0133-7210-0a81e8b09a82,48 years old,40_65,Female,yes,Greece,GR,5818,urban,5818,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,medium,no,,0,
5819,4f9a8320-da28-0133-72d8-0a81e8b09a82,53 years old,40_65,Male,yes,Greece,GR,5819,Non-Rural,5819,I know something about it,I would vote for it,A basic income would not affect my work choices,None of the above,Only the people who need it most should get something from the state,medium,yes,04c27c76b463a917800549cf88a59961,150,data communications technician
5820,aadd82b0-d9ad-0133-8c2c-0a81e8b09a82,31 years old,26_39,Male,no,Greece,GR,5820,urban,5820,I understand it fully,I would vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity | It reduces anxiety about financing basic needs,It might encourage people to stop working | It increases dependence on the state,high,no,,0,
5821,bee2ca00-d9a4-0133-1de0-0a81e8b09a82,1994,14_25,Male,no,Greece,GR,5821,urban,5821,I know something about it,I would vote against it,‰Û_ work as a freelancer,"It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state | It is impossible to finance,medium,no,,0,
5822,e96ffd30-de41-0133-f35b-0a81e8b09a82,43 years old,40_65,Female,yes,Greece,GR,5822,urban,5822,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,low,yes,dac2e921c1f887d9efc4c06fa33c1397,15,automatic data processing customer liaison adp customer liaison
5823,9de1a6f0-d9b1-0133-029d-0a81e8b09a82,1997,14_25,Male,no,Greece,GR,5823,Non-Rural,5823,I know something about it,I would vote for it,‰Û_ do more volunteering work,"It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering | It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs",It is impossible to finance | It is against the principle of linking merit and reward | It might encourage people to stop working | It increases dependence on the state,medium,no,,0,
5824,8682ae10-d999-0133-7f87-0a81e8b09a82,32 years old,26_39,Male,no,Greece,GR,5824,city,5824,I understand it fully,I would vote for it,‰Û_ gain additional skills,"It increases solidarity, because it is funded by everyone",It might encourage people to stop working | It is impossible to finance,high,yes,edc64316da9707432443c7a4461abe6c,51,data security administrator
5825,d40e91c0-dcb6-0133-6c12-0a81e8b09a82,1990,26_39,Male,no,Greece,GR,5825,city,5825,I understand it fully,I would not vote,‰Û_ look for a different job,None of the above,It increases dependence on the state,high,yes,0de6170ccbed08e62b2e5862d5846a43,63,database tester
5826,826aa6b0-da90-0133-d387-0a81e8b09a82,45 years old,40_65,Male,yes,Greece,GR,5826,city,5826,I understand it fully,I would vote for it,‰Û_ work as a freelancer,It reduces anxiety about financing basic needs,It is impossible to finance,medium,no,,0,
5827,25a70a50-d9fe-0133-2ba5-0a81e8b09a82,39 years old,26_39,Female,yes,Greece,GR,5827,urban,5827,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs",Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It is impossible to finance,high,no,,0,
5828,04c974a0-da3f-0133-bfea-0a81e8b09a82,45 years old,40_65,Female,yes,Greece,GR,5828,urban,5828,I know something about it,I would not vote,A basic income would not affect my work choices,None of the above,It is impossible to finance | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward,low,yes,77d124811ae6887bd4ff42b0e2b49116,92,data warehouse architect
5829,293e0f10-d97e-0133-f18d-0a81e8b09a82,1999,14_25,Male,no,Greece,GR,5829,Non-Rural,5829,I have never heard of it,I would vote for it,‰Û_ work less,It reduces bureaucracy and administrative expenses,It is impossible to finance,no,no,,0,
5830,0e5c2a90-d9a0-0133-9ed8-0a81e8b09a82,35 years old,26_39,Male,yes,Greece,GR,5830,Country,5830,I understand it fully,I would not vote,‰Û_ stop working,It reduces bureaucracy and administrative expenses,It might encourage people to stop working,,yes,c1fb1a01b78373ac2153c66fa08d16dc,154,data examination clerk
5831,00d58e20-d971-0133-caaf-0a81e8b09a82,2001,14_25,Male,no,Greece,GR,5831,Non-Rural,5831,I have never heard of it,I would not vote,‰Û_ do more volunteering work,"It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering | It increases solidarity, because it is funded by everyone",It is impossible to finance | It might encourage people to stop working | Only the people who need it most should get something from the state,medium,no,,0,
5832,94779a30-d9a8-0133-d225-0a81e8b09a82,1998,14_25,Male,no,Greece,GR,5832,rural,5832,I understand it fully,I would vote for it,‰Û_ spend more time with my family,"It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state,low,yes,375017ea3a1a97f5ea676def873bb25b,28,geographic information systems data specialist gis data specialist
5833,b2d44030-dbfa-0133-03c8-0a81e8b09a82,44 years old,40_65,Female,yes,Greece,GR,5833,Non-Rural,5833,I know something about it,I would vote for it,A basic income would not affect my work choices,"It creates more equality of opportunity | It increases appreciation for household work and volunteering | It increases solidarity, because it is funded by everyone",It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It increases dependence on the state | Only the people who need it most should get something from the state | It might encourage people to stop working,high,yes,ac9f868b5c3e7cb3f31bcead5dadeb71,112,micro computer data processor
5834,b7e831b0-d8bf-0133-10a9-0a81e8b09a82,1997,14_25,Male,no,Greece,GR,5834,urban,5834,I know something about it,I would probably vote against it,None of the above,None of the above,None of the above,high,no,,0,
5835,9c198400-d985-0133-34fc-0a81e8b09a82,46 years old,40_65,Male,yes,Greece,GR,5835,urban,5835,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,It is impossible to finance,medium,yes,a003702c0cea282e17967772dd83de5e,9,data security analyst
5836,40fbd3a0-daef-0133-11c1-0a81e8b09a82,41 years old,40_65,Male,yes,Greece,GR,5836,city,5836,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,medium,no,,0,
5837,2429ba30-da44-0133-678c-0a81e8b09a82,43 years old,40_65,Male,yes,Greece,GR,5837,urban,5837,I understand it fully,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working,high,yes,861a9b9151e11362eb3c77ca914172d0,1,automatic data processing planner
5838,85188d90-db05-0133-647e-0a81e8b09a82,46 years old,40_65,Male,yes,Greece,GR,5838,Country,5838,I know something about it,I would vote for it,A basic income would not affect my work choices,"It reduces bureaucracy and administrative expenses | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering | It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs | It creates more equality of opportunity",It increases dependence on the state | Only the people who need it most should get something from the state | It might encourage people to stop working,high,yes,970eb38c7b3eb080466052ea994af189,45,internet database specialist
5839,d99d4ed0-d981-0133-7353-0a81e8b09a82,49 years old,40_65,Male,no,Greece,GR,5839,city,5839,I have heard just a little about it,I would probably vote for it,‰Û_ gain additional skills,"It increases solidarity, because it is funded by everyone | It creates more equality of opportunity | It increases appreciation for household work and volunteering",It might encourage people to stop working | It is impossible to finance | It is against the principle of linking merit and reward | Only the people who need it most should get something from the state,medium,no,,0,
5840,aeec3c80-d9a3-0133-744f-0a81e8b09a82,31 years old,26_39,Female,no,Greece,GR,5840,urban,5840,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering,It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,high,no,,0,
5841,5f95e0f0-da24-0133-f14e-0a81e8b09a82,2000,juvenile,Male,no,Greece,GR,5841,urban,5841,I know something about it,I would probably vote against it,None of the above,"It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering | It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility",It is impossible to finance | It is against the principle of linking merit and reward,low,no,,0,
5842,1d4a9e40-d9c2-0133-2c80-0a81e8b09a82,1997,14_25,Male,no,Greece,GR,5842,city,5842,I know something about it,I would probably vote against it,‰Û_ work less,It creates more equality of opportunity,It is impossible to finance,medium,yes,433df1b945d32f17d9e61cf60a9bd06e,97,data abstractor
5843,680b6aa0-da70-0133-0bf4-0a81e8b09a82,1992,14_25,Female,no,Greece,GR,5843,urban,5843,I know something about it,I would vote for it,‰Û_ work less,"It creates more equality of opportunity | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering",Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,high,no,,0,
5844,9068f020-dd66-0133-60fd-0a81e8b09a82,43 years old,40_65,Female,no,Greece,GR,5844,Non-Rural,5844,I have never heard of it,I would probably vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses | It creates more equality of opportunity,It is impossible to finance,high,no,,0,
5845,2520f700-d985-0133-32ab-0a81e8b09a82,1992,14_25,Male,no,Greece,GR,5845,urban,5845,I know something about it,I would probably vote against it,‰Û_ work less,None of the above,Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state,high,yes,7bb15eefb19ed09c59349baad7e8469e,48,database coordinator
5846,d8bfa5e0-db0f-0133-eb54-0a81e8b09a82,45 years old,40_65,Female,no,Greece,GR,5846,urban,5846,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,high,no,,0,
5847,aefa1ab0-d967-0133-72ba-0a81e8b09a82,1992,juvenile,Male,yes,Greece,GR,5847,countryside,5847,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses | It creates more equality of opportunity | It reduces anxiety about financing basic needs",It is impossible to finance | It increases dependence on the state,high,yes,a2a9fbe67b4aa2b551ba0f3adac90a99,91,engineer system electronic data processing engineer system edp
5848,b7cf3360-d9b3-0133-2db0-0a81e8b09a82,1991,14_25,Male,yes,Greece,GR,5848,Non-Rural,5848,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,medium,yes,7bb15eefb19ed09c59349baad7e8469e,48,database coordinator
5849,2b473180-dc98-0133-4366-0a81e8b09a82,46 years old,40_65,Female,yes,Greece,GR,5849,city,5849,I understand it fully,I would probably vote against it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state | It increases dependence on the state | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance,high,yes,36675c937946c8a4fc5de7d0b4c850de,23,data warehousing engineer
5850,c933c080-dcba-0133-11e7-0a81e8b09a82,50 years old,40_65,Male,yes,Greece,GR,5850,city,5850,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,It reduces bureaucracy and administrative expenses,Foreigners might come to my country and take advantage of the benefit,medium,yes,d4624ed8068d24948e18303212593cd6,53,data architect
5851,9778bcb0-dc93-0133-359c-0a81e8b09a82,48 years old,40_65,Female,yes,Greece,GR,5851,Non-Rural,5851,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It reduces bureaucracy and administrative expenses",Only the people who need it most should get something from the state | It is impossible to finance,high,no,,0,
5852,cf98ee10-da86-0133-e5ef-0a81e8b09a82,40 years old,40_65,Male,yes,Greece,GR,5852,rural,5852,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It creates more equality of opportunity | It encourages financial independence and self-responsibility,It increases dependence on the state,medium,no,,0,
